file_name,Корреспондент (Отправитель),Дата письма,Номер письма (Reference),Адресат (Получатель),Подписант (Подпись),Доп. информация
01479_L.tif,Corinne GONCALVES,12/12/2006 (Sessenheim),01479,,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: GONCALVES Corinne"
01466_L.tif,Melle PINTO Emilie,15/12/2006,01466,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: PINTO Emilie"
01472_L.tif,Mlle SABIN Laetitia,13/12/2006 (Richardmenil),01472,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SABIN Laetitia"
01465_L.tif,LE SAUX Laurent,13/12/2006 (Mundolsheim),01465,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: LE SAUX Laurent"
01474_L.tif,Mme Jeanine GONCALVES,14/12/2006 (St Vallier),01474,"Bimestriel ""Charité Bushido""","[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: GONCALVES Jeannine"
01478_L.tif,Sarah Bontemps,14/12/2006 (Kurtzenhouse),01478,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: BONTEMPS Sarah"
01480_L.tif,Odile LAFFONT,13/12/2006,01480,BMP - Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: LAFFONT Odile"
01463_L.tif,Justine PARISSE,15/12/2006 (Sarreinsming),01463,GDF,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: PARISSE Justine"
01464_L.tif,Dominique RICARD,15/12/2006,01464,Trésorie,"[Рукописная подпись, текст не распознан]","Сценарий: Трудности с денежным переводом, Автор: RICARD Dominique"
01469_L.tif,JULIA Karine,,01469,BAAF Assurances,,"Сценарий: Управление страховым случаем, Автор: JULIA Karine"
01467_L.tif,GARIN Annie,15/12/2006 (KIRCHBERG),01467,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: GARIN Annie"
01468_L.tif,Lydia MANZANO,03/06/2000 (Lanfroicourt),01468,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MANZANO Lydia"
01475_L.tif,Stéphanie SY,13/12/2006 (Grundviller),01475,Brouille Télécom,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: SY Stephanie"
01473_L.tif,LEBRETON Florence,18/09/2005 (Thiaucourt Regnieville),01473,NAIF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: LEBRETON Florence"
01470_L.tif,Mme DAGUET Nathalie,15/12/2006 (Sorneville),01470,BMP-Banque Mutuelle de Paris,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DAGUET Nathalie"
01471_L.tif,Negre Soraya,,01471,Banque Société Géniale,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: NEGRE Soraya"
01477_L.tif,Messina Brigitte,13/12/2006 (Sermamagny),01477,Manif Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MESSINA Brigitte"
01499_L.tif,Pouzet Myriam,18/12/2006 (Oberdorf),01499,,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: POUZET Myriam"
01482_L.tif,Mme Mireille Gutierrez,05/01/2007 (Montpeyroux),01482,BAAF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: GUTIERREZ Mireille"
01491_L.tif,Mme GESQUIERE Nicole,07/12/2006 (Niederhausbergen),01491,MANIF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: GHESQUIERE Nicole"
01494_L.tif,M. Bou Tahar,18/12/2006,01494,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: BOU Tahar"
01481_L.tif,Julien MELLIER,,01481,BAAF ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Управление страховым случаем, Автор: MELLIER Julien"
01500_L.tif,Fernande POIRON,16/12/2006 (La Papeterie),01500,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: POIRON Fernande"
01484_L.tif,Mary Jordan,,01484,BAAF assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: MARY Jordan"
01488_L.tif,M. FALCK BRUNO,,01488,,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: FALCK Bruno"
01496_L.tif,Carine JACQUET,14/12/2006,01496,Police Nationale,"[Рукописная подпись, текст не распознан]","Сценарий: Претензия, Автор: JACQUET Carine"
01489_L.tif,Eugène Violette,16/12/2006 (Sollies Toucas),01489,,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение персональных данных, Автор: VIOLETTE Eugene"
01483_L.tif,ABDELKADER Hafida,18/12/2006 (Holtzwihr),01483,Banque Crédit Populaire,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: ABDELKADER Hafida"
01498_L.tif,Benoît MORVAN,15/12/2006 (Aumale),01498,Banque DEBIT LYONNAIS,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: MORVAN Benoit"
01487_L.tif,Cyril DE OUVEIRA,13/12/2006 (Kaedersheim),01487,NNA ASSURANCES,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: DE OLIVEIRA Cyril"
01495_L.tif,SOULIE Marie,15/12/2006 (Siltzheim),01495,LA REBOUTE,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: SOULIE Marie"
01486_L.tif,NOE Jacques,16/12/2006,01486,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: NOE Jacques"
01490_L.tif,Melle FRADET Renée,20/10/2006 (Felon),01490,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: FRADET Renee"
01501_L.tif,FLOCH Lola,15/12/2006 (Hettange Grande),01501,BOF TELECOM,"[Рукописная подпись, текст не распознан]","Сценарий: Безответное почтовое письмо, Автор: FLOCH Lola"
01493_L.tif,Yoann Le Gall,13/12/2006 (Sainte Savine),01493,La Reboute,"[Рукописная подпись, текст не распознан]","Сценарий: Открытие счёта, Автор: LE GALL Yoann"
01485_L.tif,DUBAIL Sonia,14/12/2006 (Thonne les Prés),01485,Trésorerie des Impôts,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: DUBAIL Sonia"
01492_L.tif,GUINET Agnès,,01492,Les 3 Suifs,"[Рукописная подпись, текст не распознан]","Сценарий: Изменение контракта / заказа, Автор: GUINET Agnes"
01497_L.tif,Simone MON VOISIN,15/12/2006 (Belfort),01497,NNA Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Запрос информации, Автор: MONVOISIN Simonne"
01516_L.tif,RAUX Guillaume,15/12/2006 (Wissembourg),01516,MANIF Assurances,"[Рукописная подпись, текст не распознан]","Сценарий: Закрытие счёта, Автор: RAUX Guillaume"
